timestamp,cpu_percent,memory_percent
2026-02-23 05:49:05,12.5,62.1
2026-02-23 05:49:06,5.5,62.0
2026-02-23 05:49:07,3.5,62.0
2026-02-23 05:49:08,12.0,62.0
2026-02-23 05:49:09,30.0,62.0
2026-02-23 05:49:10,27.1,62.0
2026-02-23 05:49:11,23.0,62.1
2026-02-23 05:49:12,8.2,62.1
2026-02-23 05:49:13,13.7,62.1
2026-02-23 05:49:14,26.9,62.2
2026-02-23 05:49:15,13.8,62.2
2026-02-23 05:49:16,18.0,62.3
2026-02-23 05:49:17,23.0,62.3
2026-02-23 05:49:18,24.3,62.2
2026-02-23 05:49:19,29.1,62.0
